model_name,provider,input_price,output_price,model_price,price_unit,currency,description,tags,billing_type,model_multiplier,completion_multiplier,group_multiplier
qwen-max,AlibabaCloud,0.72,2.88,,/M输出,¥,公共云版！通义千问系列效果最好的模型，适合复杂、多步骤的任务。千亿级别超大规模语言模型，支持中文、英文等不同语言输入。适合文本创作、文本处理、编程辅助、翻译服务、对话模拟,对话,按量计费,,,
qwen-max-2025-01-25,AlibabaCloud,0.72,2.88,,/M输出,¥,公共云版！通义千问系列效果最好的模型，适合复杂、多步骤的任务。千亿级别超大规模语言模型，支持中文、英文等不同语言输入。适合文本创作、文本处理、编程辅助、翻译服务、对话模拟,对话,按量计费,,,
qwen-max-latest,AlibabaCloud,0.72,2.88,,/M输出,¥,公共云版！通义千问系列效果最好的模型，适合复杂、多步骤的任务。千亿级别超大规模语言模型，支持中文、英文等不同语言输入。适合文本创作、文本处理、编程辅助、翻译服务、对话模拟,对话,按量计费,,,
qwen-plus,AlibabaCloud,0.24,0.6,,/M输出,¥,通义千问超大规模语言模型，支持中文、英文等不同语言输入。适合文本创作、文本处理、编程辅助、翻译服务、对话模拟,对话,按量计费,,,
qwen-plus-2025-12-01,Qwen,0.4,1,,/M输出,¥,,,按量计费,,,
qwen-plus-latest,AlibabaCloud,0.24,0.6,,/M输出,¥,最新版通义千问-Plus能力均衡，推理效果、成本和速度介于通义千问-Max和通义千问-Turbo之间，适合中等复杂任务。,对话,按量计费,,,
qwen-turbo,AlibabaCloud,0.514,0.514,,/M输出,¥,通义千问超大规模语言模型，支持中文、英文等不同语言输入。适合文本创作、文本处理、编程辅助、翻译服务、对话模拟,对话,按量计费,,,
qwen-vl-max,AlibabaCloud,0.9,2.7,,/M输出,¥,通义千问视觉语言最大模型,"对话, 识图",按量计费,,,
Qwen/Qwen3-Reranker-0.6B,SiliconCloud,0.07,0.07,,/M输出,¥,Qwen3-Reranker-0.6B 是一款来自 Qwen3 系列的文本重排模型。 它专为优化初始检索系统的结果而设计，其核心功能是根据给定查询对文档的相关性进行重新排序。 该模型拥有 6 亿参数和 32k 的上下文长度，并继承了其 Qwen3 基础模型强大的多语言（支持超过 100 种语言）、长文本理解及推理能力。评测结果显示，Qwen3-Reranker-0.6B 在 MTEB-R、CMTEB-R 和 MLDR 等多个文本检索基准测试中均取得了优异的性能,重排序,按量计费,,,
Qwen/Qwen3-Reranker-4B,SiliconCloud,0.14,0.14,,/M输出,¥,Qwen3-Reranker-4B 是一款功能强大的文本重排模型，源自 Qwen3 系列，拥有 40 亿参数。 该模型旨在通过根据查询对初始文档列表进行重新排序，从而显著提升搜索结果的相关性。 它继承了其 Qwen3 基础模型的核心优势，包括对长文本（上下文长度高达 32k）的卓越理解能力以及对超过 100 种语言的强大支持。 基准测试结果表明，Qwen3-Reranker-4B 模型在各种文本和代码检索评测中表现出色,重排序,按量计费,,,
Qwen/Qwen3-Reranker-8B,SiliconCloud,0.28,0.28,,/M输出,¥,Qwen3-Reranker-8B 是 Qwen3 系列中拥有 80 亿参数的文本重排模型。 它的设计目标是通过根据查询对文档的相关性进行精确重排，从而优化并提升搜索结果的质量。 该模型构建于强大的 Qwen3 基础模型之上，擅长理解长文本（支持 32k 上下文长度），并支持超过 100 种语言。 Qwen3-Reranker-8B 作为其灵活系列的一员，在多种文本和代码检索场景中展现了顶尖的性能,重排序,按量计费,,,
qwen2-vl-72b-instruct,AlibabaCloud,2.25,2.25,,/M输出,¥,Qwen-VL通义千问VL开源版。,对话,按量计费,,,
qwen2-vl-7b-instruct,AlibabaCloud,0.25,0.25,,/M输出,¥,Qwen-VL通义千问VL开源版。,对话,按量计费,,,
qwen2.5-32b,AlibabaCloud,30,90,,/M输出,¥,,对话,按量计费,,,
qwen2.5-32b-instruct,AlibabaCloud,0.6,1.8,,/M输出,¥,通义千问2.5代32B参数指令模型,对话,按量计费,,,
qwen2.5-72b-instruct,AlibabaCloud,1.2,3.6,,/M输出,¥,通义千问2.5代72B参数指令模型,对话,按量计费,,,
qwen2.5-7b-instruct,AlibabaCloud,0.15,0.3,,/M输出,¥,qwen2.5-7b-instruct 是由 aliyun-bailian 提供的人工智能模型。,对话,按量计费,,,
qwen2.5-vl-32b-instruct,AlibabaCloud,2.4,7.2,,/M输出,¥,Qwen 模型家族的旗舰视觉语言模型，对比此前发布的 Qwen2-VL 实现了巨大的飞跃。在测试中，它在一系列涵盖多个领域和任务的基准测试中表现出色，包括大学水平的问题、数学、文档理解、视觉问答、视频理解和视觉 Agent。,"对话, 识图",按量计费,,,
qwen2.5-vl-72b-instruct,AlibabaCloud,4.8,14.4,,/M输出,¥,qwen2.5-vl-72b-instruct 是由 aliyun-bailian 提供的人工智能模型。,"对话, 识图",按量计费,,,
qwen2.5-vl-7b-instruct,AlibabaCloud,1,2.5,,/M输出,¥,指令跟随、数学、解题、代码整体提升，万物识别能力提升，支持多样格式直接精准定位视觉元素，支持对长视频文件（最长10分钟）进行理解和秒级别的事件时刻定位，能理解时间先后和快慢，基于解析和定位能力支持操控OS或Mobile的Agent，关键信息抽取能力和Json格式输出能力强，此版本为7B版本，计算量与性能相对平衡。,对话,按量计费,,,
qwen3-14b,AlibabaCloud,0.5,2,,/M输出,¥,qwen3-14b 是由 aliyun-bailian 提供的人工智能模型。,"对话, 识图",按量计费,,,
qwen3-235b-a22b,AlibabaCloud,0.6,2.4,,/M输出,¥,Qwen3 的数据集相比 Qwen2.5 有了显著扩展。Qwen2.5是在 18 万亿个 token 上进行预训练的，而 Qwen3 使用的数据量几乎是其两倍，达到了约 36 万亿个 token，涵盖了 119 种语言和方言。,"对话, 识图",按量计费,,,
qwen3-235b-a22b-instruct-2507,AlibabaCloud,1,4,,/M输出,¥,2025 年 7月发布的 qwen3-235b-a22b-instruct-2507 模型仅支持非思考模式，是qwen3-235b-a22b（非思考模式）的升级版。,对话,按量计费,,,
qwen3-235b-a22b-think,AlibabaCloud,0.9,3.6,,/M输出,¥,Qwen3 的数据集相比 Qwen2.5 有了显著扩展。Qwen2.5是在 18 万亿个 token 上进行预训练的，而 Qwen3 使用的数据量几乎是其两倍，达到了约 36 万亿个 token，涵盖了 119 种语言和方言。,"对话, 识图, 思考",按量计费,,,
qwen3-235b-a22b-thinking-2507,AlibabaCloud,1,4,,/M输出,¥,qwen3-235b-a22b-thinking-2507 是由 aliyun-bailian 提供的人工智能模型。,"对话, 思考",按量计费,,,
qwen3-30b-a3b,AlibabaCloud,0.225,0.9,,/M输出,¥,Qwen3 的数据集相比 Qwen2.5 有了显著扩展。Qwen2.5是在 18 万亿个 token 上进行预训练的，而 Qwen3 使用的数据量几乎是其两倍，达到了约 36 万亿个 token，涵盖了 119 种语言和方言。,对话,按量计费,,,
qwen3-30b-a3b-instruct-2507,AlibabaCloud,0.375,1.5,,/M输出,¥,2025 年 7月发布的 qwen3-30b-a3b-instruct-2507模型仅支持非思考模式，是qwen3-30b-a3b （非思考模式）的升级版。,"对话, 识图",按量计费,,,
qwen3-30b-a3b-think,AlibabaCloud,0.9,3.6,,/M输出,¥,Qwen3 的数据集相比 Qwen2.5 有了显著扩展。Qwen2.5是在 18 万亿个 token 上进行预训练的，而 Qwen3 使用的数据量几乎是其两倍，达到了约 36 万亿个 token，涵盖了 119 种语言和方言。,"对话, 识图, 思考",按量计费,,,
qwen3-30b-a3b-thinking-2507,AlibabaCloud,0.375,1.5,,/M输出,¥,2025 年 7月发布的 qwen3-30b-a3b-thinking-2507 模型仅支持思考模式，是qwen3-30b-a3b （思考模式）的升级版。,"对话, 识图, 思考",按量计费,,,
qwen3-32b,AlibabaCloud,0.6,2.4,,/M输出,¥,Qwen3 的数据集相比 Qwen2.5 有了显著扩展。Qwen2.5是在 18 万亿个 token 上进行预训练的，而 Qwen3 使用的数据量几乎是其两倍，达到了约 36 万亿个 token，涵盖了 119 种语言和方言。,"对话, 识图",按量计费,,,
qwen3-coder,AlibabaCloud,2,8,,/M输出,¥,,"对话, 思考",按量计费,,,
qwen3-coder-480b-a35b-instruct,AlibabaCloud,0.022,0.09,,/M输出,¥,通义千问代码模型开源版。最新的 qwen3-coder-480b-a35b-instruct 是基于 Qwen3 的代码生成模型，具有强大的Coding Agent能力，擅长工具调用和环境交互，能够实现自主编程、代码能力卓越的同时兼具通用能力。,"对话, 思考",按量计费,,,
qwen3-coder-plus,AlibabaCloud,1.2,4.8,,/M输出,¥,通义千问代码模型。最新的 Qwen3-Coder-Plus 系列模型是基于 Qwen3 的代码生成模型，具有强大的Coding Agent能力，擅长工具调用和环境交互，能够实现自主编程，代码能力卓越的同时兼具通用能力。,"对话, 思考",按量计费,,,
qwen3-max,AlibabaCloud,3,12,,/M输出,¥,通义千问系列效果最好的模型，适合复杂、多步骤的任务。,对话,按量计费,,,
qwen3-max-preview-n,AlibabaCloud,0.525,2.1,,/M输出,¥,qwen3-max-preview,对话,按量计费,,,
qwen3-next-80b-a3b-instruct,AlibabaCloud,0.3,1.2,,/M输出,¥,Qwen3-Next 80B-A3B Instruct 是由 alibaba-cn 提供的人工智能模型。,对话,按量计费,,,
qwen3-next-80b-a3b-thinking,AlibabaCloud,37.5,37.5,,/M输出,¥,2025 年 9月发布的 qwen3-next-80b-a3b-thinking 仅支持思考模式，相较于qwen3-235b-a22b-thinking-2507提升了指令遵循能力，总结回复更加精简。,对话,按量计费,,,
qwen3-vl-235b-a22b-instruct,AlibabaCloud,1,4,,/M输出,¥,阿里云的通义千问VL开源版。相较于Qwen2.5-VL，Qwen3-VL模型能力有极大提升。,"对话, 识图",按量计费,,,
qwen3-vl-235b-a22b-thinking,AlibabaCloud,37.5,37.5,,/M输出,¥,阿里云的通义千问VL开源版。仅思考模式。相较于Qwen2.5-VL，Qwen3-VL模型能力有极大提升。,"对话, 识图, 思考",按量计费,,,
qwen3-vl-plus,AlibabaCloud,0.45,4.5,,/M输出,¥,通义千问VL是具有视觉（图像）理解能力的文本生成模型，不仅能进行OCR（图片文字识别），还能进一步总结和推理，例如从商品照片中提取属性，根据习题图进行解题等,"对话, 识图",按量计费,,,
qwq-32b,AlibabaCloud,0.6,1.8,,/M输出,¥,QwQ-开源版。基于 Qwen2.5-32B 模型训练的 QwQ 推理模型，通过强化学习大幅度提升了模型推理能力。模型数学代码等核心指标（AIME 24/25、LiveCodeBench）以及部分通用指标（IFEval、LiveBench等）达到DeepSeek-R1 满血版水平，各指标均显著超过同样基于 Qwen2.5-32B 的 DeepSeek-R1-Distill-Qwen-32B。,"对话, 识图, 思考",按量计费,,,
qwq-72b-preview,AlibabaCloud,22.5,22.5,,/M输出,¥,QwQ-Preview模型是由 Qwen 团队于2024年开发的实验性研究模型，专注于增强 AI 推理能力，尤其是数学和编程领域。,对话,按量计费,,,
qwq-plus,AlibabaCloud,0.48,1.2,,/M输出,¥,稳定版QwQ基于 Qwen2.5 模型训练的 QwQ 推理模型，通过强化学习大幅度提升了模型推理能力。模型数学代码等核心指标（AIME 24/25、LiveCodeBench）以及部分通用指标（IFEval、LiveBench等）达到DeepSeek-R1 满血版水平。,对话,按量计费,,,
qwq-plus-2025-03-05,AlibabaCloud,0.48,1.2,,/M输出,¥,最新版QwQ基于 Qwen2.5 模型训练的 QwQ 推理模型，通过强化学习大幅度提升了模型推理能力。模型数学代码等核心指标（AIME 24/25、LiveCodeBench）以及部分通用指标（IFEval、LiveBench等）达到DeepSeek-R1 满血版水平。,对话,按量计费,,,
recraft-ai/recraft-v3,Replicate,,,0.15,,¥,Recraft V3 SVG（代号 red_panda）是一个文本转图像模型，能够生成高质量的 SVG 图像，包括标识和图标。该模型支持多种样式。,"绘画, 异步",按次计费,,,
recraft-ai/recraft-v3-svg,Replicate,,,0.3,,¥,Recraft V3 SVG（代号 red_panda）是一个文本转图像模型，能够生成高质量的 SVG 图像，包括标识和图标。该模型支持多种样式。,"绘画, 异步",按次计费,,,
riffusion/riffusion,Replicate,,,0.176,,¥,用于实时音乐生成的稳定扩散,"音乐, 异步",按次计费,,,
runwayml-gen3a_turbo-10,Runway,,,2,,¥,RunwayML Gen-3A Turbo-10 是 RunwayML 公司开发的一个先进的生成式 AI 模型,"视频生成, 异步",按次计费,,,
runwayml-gen3a_turbo-5,Runway,,,1,,¥,RunwayML Gen-3A Turbo-5 是 RunwayML 公司开发的一个先进的生成式 AI 模型,"视频生成, 异步",按次计费,,,
runwayml-gen4_turbo-10,Runway,,,2,,¥,,"视频生成, 异步",按次计费,,,
runwayml-gen4_turbo-5,Runway,,,1,,¥,,"视频生成, 异步",按次计费,,,
seed-oss-36b-instruct,Doubao,0.61,6.1,,/M输出,¥,,对话,按量计费,,,
sora_image,OpenAI,,,0.025,,¥,"和openai网页版一样的绘画模型 , 可以在提示词末尾加上【比例】来控制绘画尺寸,  比如  【4:3】  【1:1】  支持任意比例","绘画, 对话",按次计费,,,
sora-2,OpenAI,,,0.06,,¥,Sora 2 现已推出，openai最新的视频生成模型比之前的系统更加物理精准、逼真，并且更易于控制。它还支持同步对话和音效。,视频生成,按次计费,,,
sora-2-characters,OpenAI,,,0.003,,¥,"OpenAI 推出的 Sora Character 功能(也称为 Cameo 功能)，通过创建自定义角色并获取唯一的 Character ID,你可以让同一角色在无数视频中保持完美一致的外观和特征。",,按次计费,,,
sora-2-landscape,OpenAI,,,0.075,,¥,调用新版本的 Sora 生成横屏视频，高清版本请加-hd。sora-2-landscape-hd,"视频生成, -hd",按次计费,,,
sora-2-landscape-hd,OpenAI,,,0.075,,¥,调用新版本的 Sora 生成横屏视频，高清版本请加-hd。sora-2-landscape-hd,视频生成,按次计费,,,
sora-2-portrait,OpenAI,,,0.075,,¥,调用新版本的 Sora 生成竖屏视频，高清版本请加-hd。sora-2-portrait-hd,"视频生成, -hd",按次计费,,,
sora-2-portrait-hd,OpenAI,,,0.075,,¥,,视频生成,按次计费,,,
sora-2-pro,OpenAI,,,1.8,,¥,Sora 2 pro版本 ，支持1080p 和15s视频时长,视频生成,按次计费,,,
SparkDesk-v1.1,Spark,10,10,,/M输出,¥,"是由科大讯飞推出的新一代认知智能大模型,拥有跨领域的知识和语言理解能力,能够基于自然对话方式理解与执行任务,提供语言理解、知识问答、逻辑推理、数学题解答、代码理解。",对话,按量计费,,,
SparkDesk-v2.1,Spark,20,20,,/M输出,¥,"是由科大讯飞推出的新一代认知智能大模型,拥有跨领域的知识和语言理解能力,能够基于自然对话方式理解与执行任务,提供语言理解、知识问答、逻辑推理、数学题解答、代码理解",对话,按量计费,,,
SparkDesk-v3.1,Spark,30,30,,/M输出,¥,"是由科大讯飞推出的新一代认知智能大模型,拥有跨领域的知识和语言理解能力,能够基于自然对话方式理解与执行任务,提供语言理解、知识问答、逻辑推理、数学题解答、代码理解。",对话,按量计费,,,
SparkDesk-v3.5,Spark,30,30,,/M输出,¥,"是由科大讯飞推出的新一代认知智能大模型,拥有跨领域的知识和语言理解能力,能够基于自然对话方式理解与执行任务,提供语言理解、知识问答、逻辑推理、数学题解答、代码理解",对话,按量计费,,,
stability-ai/sdxl,Replicate,,,0.011,,¥,一个可以创建精美图像的文本到图像生成 AI 模型,"绘画, 异步",按张计费,,,
stability-ai/stable-diffusion,Replicate,,,0.013,,¥,一种潜在的文本到图像扩散模型，能够根据任何文本输入生成照片般逼真的图像,"绘画, 异步",按张计费,,,
stability-ai/stable-diffusion-img2img,Replicate,,,0.161,,¥,使用稳定扩散从输入图像生成新图像,"绘画, 异步",按张计费,,,
stability-ai/stable-diffusion-inpainting,Replicate,,,0.006,,¥,使用稳定扩散填充图像的蒙版部分,"绘画, 异步",按张计费,,,
sujaykhandekar/object-removal,Replicate,,,0.036,,¥,从图像中删除指定对象,"绘画, 异步",按次计费,,,
suno_lyrics,Suno,,,0.015,,¥,Suno API，可以打造出 Suno 官网同款平台，支持官网所有操作。此模型为生成歌词用,"音乐, 异步",按次计费,,,
suno_music,Suno,,,0.5,,¥,Suno API，可以打造出 Suno 官网同款平台，支持官网所有操作。此模型为生成歌曲用，支持自定义模式、灵感模式、续写,"音乐, 异步",按次计费,,,
text-ada-001,OpenAI,1.2,1.2,,/M输出,¥,"OpenAI 最基础的文本生成模型,速度最快但能力最弱",对话,按量计费,,,
text-babbage-001,OpenAI,1.5,1.5,,/M输出,¥,"OpenAI的Babbage模型,用于基础文本处理任务",对话,按量计费,,,
text-curie-001,OpenAI,6,6,,/M输出,¥,OpenAI GPT-3 系列的中等能力模型，在速度和能力上较为平衡,对话,按量计费,,,
text-embedding-3-large,OpenAI,0.039,0.039,,/M输出,¥,OpenAI 第三代嵌入模型，比 small 版本更强大，适用于需要最高性能的任务,"向量, 文本嵌入",按量计费,,,
text-embedding-3-small,OpenAI,0.006,0.006,,/M输出,¥,OpenAI 第三代嵌入模型，比第二代模型更快、更便宜，适用于大多数任务,"向量, 文本嵌入",按量计费,,,
text-embedding-ada-002,OpenAI,0.03,0.03,,/M输出,¥,针对各种NLP任务优化的基于Ada的文本嵌入模型。,"向量, 文本嵌入",按量计费,,,
text-embedding-v1,OpenAI,0.3,0.3,,/M输出,¥,,"向量, 文本嵌入",按量计费,,,
text-moderation-stable,OpenAI,0.1,0.1,,/M输出,¥,"稳定版文本审核模型,提供可靠的内容审核",文本审核,按量计费,,,
text-search-ada-doc-001,OpenAI,80,80,,/M输出,¥,,"向量, 文本嵌入",按量计费,,,
tts-1,OpenAI,4.5,4.5,,/M输出,¥,<div>文本转语音模型TTS，支持设置音色，标准 tts-1 模型提供最低的延迟，但质量低于 tts-1-hd 模型 </div>,文本转语音,按量计费,,,
tts-1-1106,OpenAI,4.5,4.5,,/M输出,¥,<div>文本转语音模型TTS，支持设置音色，标准 tts-1 模型提供最低的延迟，但质量低于 tts-1-hd 模型 </div>,文本转语音,按量计费,,,
tts-1-hd,OpenAI,9,9,,/M输出,¥,文本转语音模型TTS，支持设置音色,文本转语音,按量计费,,,
tts-1-hd-1106,OpenAI,9,9,,/M输出,¥,文本转语音模型TTS，支持设置音色,文本转语音,按量计费,,,
veo2,Gemini,,,0.225,,¥,"Google最新的高级人工智能模型, veo2 fast 模式，质量好速度快","视频生成, 异步",按次计费,,,
veo2-fast,Gemini,,,0.225,,¥,"Google最新的高级人工智能模型, veo2 fast 模式，质量好速度快","视频生成, 异步",按次计费,,,
veo2-fast-components,Gemini,,,0.225,,¥,"Google最新的高级人工智能模型, veo2 fast 模式, 支持上传图片素材，最终生成的视频会将所有图片合并成视频中的一部分，比如，图片 1 变成背景，图片 2 笼罩天空等等","视频生成, 异步",按次计费,,,
veo2-fast-frames,Gemini,,,0.225,,¥,"Google最新的高级人工智能模型, veo2 fast 模式，支持首尾帧","视频生成, 异步",按次计费,,,
veo2-pro,Gemini,,,2,,¥,"Google最新的高级人工智能模型, veo2 高质量 模式，质量很高，同时价格也很昂贵，使用需注意","视频生成, 异步",按次计费,,,
veo2-pro-components,Gemini,,,2,,¥,"Google最新的高级人工智能模型, veo2 pro模式, 支持上传图片素材，最终生成的视频会将所有图片合并成视频中的一部分，比如，图片 1 变成背景，图片 2 笼罩天空等等","视频生成, 异步",按次计费,,,
veo3-fast,Gemini,,,0.45,,¥,"Google最新的高级人工智能模型, veo3 快速 模式，支持视频自动配套音频生成，质量高价格很低，性价比最高的选择","视频生成, 异步",按次计费,,,
veo3-fast-frames,Gemini,,,0.45,,¥,"Google最新的高级人工智能模型, veo3 快速 模式，支持视频自动配套音频生成，支持首帧传递，质量高价格很低，性价比最高的选择","视频生成, 异步",按次计费,,,
veo3-frames,Gemini,,,0.45,,¥,"Google最新的高级人工智能模型, veo3 快速 模式，支持视频自动配套音频生成，支持首帧传递，质量高价格很低，性价比最高的选择","视频生成, 异步",按次计费,,,
veo3-pro,Gemini,,,2,,¥,"Google最新的高级人工智能模型, veo3 高质量 模式，支持视频自动配套音频生成，质量超高，价格也超高，使用需注意","视频生成, 异步",按次计费,,,
wan2.5-i2v-preview,AlibabaCloud,,,0.18,,¥,wan2.5-i2v-preview 是由 aliyun-bailian 提供的人工智能模型。,"视频生成, 异步",,,,
whisper-1,OpenAI,9,9,,/M输出,¥,Whisper 可以将语音转录为文本，并将多种语言翻译成英语,语音转文本,按量计费,,,
